seconds,mac,humidity,inside_temp,outside_temp,input_volt,output_volt,battery_back,water_leakage,water_logging
373,00:11:22:33:44:07,52.2,382,31.69,1.02,1.01,10.79,0,0
374,00:11:22:33:44:05,52.2,383,31.69,1.02,1.01,10.8,0,0
375,00:11:22:33:44:01,52.2,384,31.85,1.02,1.01,10.78,0,0
376,00:11:22:33:44:09,52.3,385,31.83,1.02,1.01,10.76,0,0
377,00:11:22:33:44:08,52.3,386,31.88,1.02,1.01,10.77,0,0
378,00:11:22:33:44:00,52.3,387,31.85,1.02,1.01,10.77,0,0
379,00:11:22:33:44:02,52.3,388,31.76,1.02,1.01,10.74,0,0
381,00:11:22:33:44:05,52.2,389,31.66,1.02,1.01,10.76,0,0
382,00:11:22:33:44:01,52.2,390,31.69,1.02,1.01,10.74,0,0
383,00:11:22:33:44:00,52.2,391,31.66,1.02,1.01,10.72,0,0
384,00:11:22:33:44:08,52.2,392,31.59,1.02,1.01,10.7,0,0
385,00:11:22:33:44:06,52.2,393,31.59,1.02,1.01,10.71,0,0
386,00:11:22:33:44:05,52.3,394,31.57,1.02,1.01,10.72,0,0
387,00:11:22:33:44:01,52.3,395,31.59,1.02,1.01,10.72,1,0
388,00:11:22:33:44:07,52.3,396,31.55,1.02,1.01,10.72,1,0
389,00:11:22:33:44:07,52.3,397,31.64,1.02,1.01,10.72,1,0
390,00:11:22:33:44:01,52.3,398,31.69,1.02,1.01,10.73,1,0
391,00:11:22:33:44:07,52.3,399,31.66,1.02,1.01,10.72,1,0
392,00:11:22:33:44:09,52.3,400,31.74,1.02,1.01,10.76,1,0
393,00:11:22:33:44:08,52.3,401,31.71,1.02,1.01,10.75,1,0
394,00:11:22:33:44:01,52.3,402,31.66,1.02,1.01,10.75,1,0
395,00:11:22:33:44:06,52.3,403,31.59,1.02,1.01,10.71,1,0
396,00:11:22:33:44:09,52.2,404,31.64,1.02,1.01,10.74,1,0
397,00:11:22:33:44:07,52.2,405,31.55,1.02,1.01,10.74,1,0
398,00:11:22:33:44:08,52.2,406,31.48,1.02,1.01,10.72,1,0
400,00:11:22:33:44:06,52.2,407,31.5,1.02,1.01,10.76,1,0
401,00:11:22:33:44:07,52.3,408,31.45,1.02,1.01,10.73,1,0
402,00:11:22:33:44:07,52.2,409,31.43,1.02,1.01,10.74,1,0
403,00:11:22:33:44:07,52.2,410,31.48,1.02,1.01,10.72,1,0
404,00:11:22:33:44:00,52.2,411,31.55,1.02,1.01,10.76,0,0
405,00:11:22:33:44:03,52.2,412,31.57,1.02,1.01,10.73,0,0
406,00:11:22:33:44:03,52.2,413,31.62,1.02,1.01,10.69,0,0
407,00:11:22:33:44:03,52.2,414,31.59,1.02,1.01,10.72,0,0
408,00:11:22:33:44:07,52.3,415,31.55,1.02,1.01,10.69,0,0
409,00:11:22:33:44:03,52.3,416,31.66,1.02,1.01,10.71,0,0
410,00:11:22:33:44:01,52.3,417,31.66,1.02,1.01,10.68,0,0
411,00:11:22:33:44:04,52.3,418,31.59,1.02,1.01,10.72,0,0
412,00:11:22:33:44:03,52.3,419,31.66,1.02,1.01,10.68,0,0
413,00:11:22:33:44:02,52.3,420,31.57,1.02,1.01,10.68,0,0
414,00:11:22:33:44:01,52.3,421,31.55,1.02,1.01,10.68,0,0
415,00:11:22:33:44:08,52.3,422,31.55,1.02,1.01,10.65,0,0
416,00:11:22:33:44:00,52.3,423,31.62,1.02,1.01,10.65,0,0
417,00:11:22:33:44:07,52.3,424,31.52,1.02,1.01,10.66,0,0
419,00:11:22:33:44:07,52.3,425,31.59,1.02,1.01,10.66,0,0
420,00:11:22:33:44:04,52.3,426,31.52,1.02,1.01,10.66,0,0
421,00:11:22:33:44:00,52.3,427,31.52,1.02,1.01,10.69,0,0
422,00:11:22:33:44:05,52.3,428,31.5,1.02,1.01,10.72,0,0
423,00:11:22:33:44:09,52.3,429,31.55,1.02,1.01,10.76,0,0
424,00:11:22:33:44:00,52.3,430,31.57,1.02,1.01,10.79,0,0
425,00:11:22:33:44:08,52.2,431,31.57,1.02,1.01,10.83,0,0
426,00:11:22:33:44:08,52.2,432,31.59,1.02,1.01,10.79,0,0
427,00:11:22:33:44:08,52.2,433,31.57,1.02,1.01,10.8,0,0
428,00:11:22:33:44:00,52.2,434,31.62,1.02,1.01,10.8,0,0
429,00:11:22:33:44:03,52.3,435,31.59,1.02,1.01,10.78,0,0
430,00:11:22:33:44:05,52.2,436,31.69,1.02,1.01,10.78,0,0
431,00:11:22:33:44:02,52.2,437,31.64,1.02,1.01,10.75,0,0
432,00:11:22:33:44:07,52.2,438,31.69,1.02,1.01,10.75,0,0
433,00:11:22:33:44:08,52.2,439,31.66,1.02,1.01,10.71,0,0
434,00:11:22:33:44:07,52.2,440,31.66,1.02,1.01,10.71,0,0
435,00:11:22:33:44:06,52.2,441,31.74,1.02,1.01,10.71,0,0
436,00:11:22:33:44:08,52.2,442,31.74,1.02,1.01,10.71,0,0
437,00:11:22:33:44:02,52.2,443,31.71,1.02,1.01,10.73,0,0
439,00:11:22:33:44:02,52.2,444,31.71,1.02,1.01,10.73,0,0
440,00:11:22:33:44:04,52.2,445,31.83,1.02,1.01,10.73,0,0
441,00:11:22:33:44:03,52.3,446,31.81,1.02,1.01,10.69,0,0
442,00:11:22:33:44:05,52.2,447,31.81,1.02,1.01,10.72,0,0
443,00:11:22:33:44:01,52.2,448,31.83,1.02,1.01,10.73,0,0
444,00:11:22:33:44:05,52.3,449,31.78,1.02,1.01,10.75,0,0
445,00:11:22:33:44:01,52.2,450,31.76,1.02,1.01,10.72,0,0
446,00:11:22:33:44:08,52.2,451,31.78,1.02,1.01,10.7,0,0
447,00:11:22:33:44:06,52.2,452,31.81,1.02,1.01,10.68,0,0
448,00:11:22:33:44:06,52.2,453,31.71,1.02,1.01,10.69,0,0
449,00:11:22:33:44:08,52.2,454,31.69,1.02,1.01,10.69,0,0
450,00:11:22:33:44:00,52.2,455,31.64,1.02,1.01,10.66,0,0
451,00:11:22:33:44:01,52.2,456,31.76,1.02,1.01,10.68,0,0
452,00:11:22:33:44:07,52.2,457,31.76,1.02,1.01,10.64,0,0
453,00:11:22:33:44:08,52.2,458,31.81,1.02,1.01,10.66,0,0
454,00:11:22:33:44:05,52.2,459,31.81,1.02,1.01,10.69,0,0
455,00:11:22:33:44:06,52.2,460,31.62,1.02,1.01,10.68,0,0
456,00:11:22:33:44:01,52.2,461,31.66,1.02,1.01,10.67,0,0
458,00:11:22:33:44:09,52.2,462,31.62,1.02,1.01,10.7,0,0
459,00:11:22:33:44:08,52.2,463,31.69,1.02,1.01,10.73,0,0
460,00:11:22:33:44:04,52.2,464,31.59,1.02,1.01,10.71,0,0
461,00:11:22:33:44:06,52.2,465,31.55,1.02,1.01,10.75,0,0
462,00:11:22:33:44:00,52.2,466,31.55,1.02,1.01,10.73,0,0
463,00:11:22:33:44:01,52.2,467,31.55,1.02,1.01,10.73,0,0
464,00:11:22:33:44:06,52.2,468,31.71,1.02,1.01,10.75,0,0
465,00:11:22:33:44:04,52.2,469,31.71,1.02,1.01,10.79,0,0
466,00:11:22:33:44:08,52.2,470,31.69,1.02,1.01,10.76,0,0
467,00:11:22:33:44:04,52.2,471,31.66,1.02,1.01,10.77,0,0
468,00:11:22:33:44:02,52.2,472,31.66,1.02,1.01,10.8,0,0
469,00:11:22:33:44:09,52.2,473,31.66,1.02,1.01,10.76,0,0
470,00:11:22:33:44:05,52.2,474,31.76,1.02,1.01,10.8,0,0
471,00:11:22:33:44:05,52.2,475,31.76,1.02,1.01,10.76,0,0
472,00:11:22:33:44:02,52.1,476,31.74,1.02,1.01,10.76,1,0
473,00:11:22:33:44:06,52.1,477,31.81,1.02,1.01,10.76,1,0
474,00:11:22:33:44:09,52.2,478,31.83,1.02,1.01,10.75,1,0
475,00:11:22:33:44:05,52.1,479,31.83,1.02,1.01,10.75,1,0
477,00:11:22:33:44:01,52.2,480,31.83,1.02,1.01,10.74,1,0
478,00:11:22:33:44:00,52.1,481,31.9,1.02,1.01,10.74,1,0
479,00:11:22:33:44:08,52.1,482,31.88,1.02,1.01,10.73,1,0
480,00:11:22:33:44:05,52.1,483,31.81,1.02,1.01,10.72,1,0
481,00:11:22:33:44:05,52.1,484,31.74,1.02,1.01,10.75,1,0
482,00:11:22:33:44:01,52.1,485,31.74,1.02,1.01,10.74,1,0
483,00:11:22:33:44:07,52.1,486,31.71,1.02,1.01,10.74,1,0
484,00:11:22:33:44:06,52.2,487,31.69,1.02,1.01,10.71,1,0
485,00:11:22:33:44:01,52.1,488,31.64,1.02,1.01,10.67,1,0
486,00:11:22:33:44:03,52.1,489,31.57,1.02,1.01,10.7,0,0
487,00:11:22:33:44:01,52.1,490,31.38,1.02,1.01,10.72,0,0
488,00:11:22:33:44:04,52.1,491,31.45,1.02,1.01,10.75,0,0
489,00:11:22:33:44:04,52.1,492,31.48,1.02,1.01,10.74,0,0
490,00:11:22:33:44:07,52.1,493,31.38,1.02,1.01,10.72,0,0
491,00:11:22:33:44:02,52.1,494,31.45,1.02,1.01,10.72,0,0
492,00:11:22:33:44:07,52.1,495,31.5,1.02,1.01,10.72,0,0
493,00:11:22:33:44:09,52.1,496,31.5,1.02,1.01,10.72,0,0
494,00:11:22:33:44:05,52.1,497,31.48,1.02,1.01,10.73,0,0
495,00:11:22:33:44:04,52.1,498,31.41,1.02,1.01,10.73,0,0
497,00:11:22:33:44:08,52.1,499,31.41,1.02,1.01,10.7,0,0
498,00:11:22:33:44:09,52.1,500,31.43,1.02,1.01,10.67,0,0
499,00:11:22:33:44:04,52.1,501,31.45,1.02,1.01,10.69,0,0
500,00:11:22:33:44:07,52.1,502,31.34,1.02,1.01,10.7,0,0
501,00:11:22:33:44:05,52.1,503,31.36,1.02,1.01,10.7,0,0
502,00:11:22:33:44:07,52.1,504,31.36,1.02,1.01,10.71,0,0
503,00:11:22:33:44:09,52.1,505,31.24,1.02,1.01,10.69,0,0
504,00:11:22:33:44:03,52.1,506,31.41,1.02,1.01,10.67,0,0
505,00:11:22:33:44:07,52,507,31.38,1.02,1.01,10.66,0,0
506,00:11:22:33:44:05,52,508,31.41,1.02,1.01,10.69,0,0
507,00:11:22:33:44:08,52,509,31.45,1.02,1.01,10.69,0,0
508,00:11:22:33:44:00,51.9,510,31.52,1.02,1.01,10.68,0,0
509,00:11:22:33:44:05,52,511,31.55,1.02,1.01,10.72,0,0
510,00:11:22:33:44:09,52,512,31.62,1.02,1.01,10.71,0,0
511,00:11:22:33:44:05,52,513,31.71,1.02,1.01,10.7,0,0
512,00:11:22:33:44:06,52,514,31.66,1.02,1.01,10.68,0,0
513,00:11:22:33:44:08,52,515,31.69,1.02,1.01,10.68,0,0
514,00:11:22:33:44:08,52,516,31.62,1.02,1.01,10.64,0,0
516,00:11:22:33:44:09,52,517,31.45,1.02,1.01,10.66,0,0
517,00:11:22:33:44:03,52,518,31.48,1.02,1.01,10.69,0,0
518,00:11:22:33:44:06,52,519,31.36,1.02,1.01,10.69,0,0
519,00:11:22:33:44:01,52,520,31.29,1.02,1.01,10.73,0,0
520,00:11:22:33:44:02,52,521,31.45,1.02,1.01,10.76,0,0
521,00:11:22:33:44:09,52,522,31.38,1.02,1.01,10.8,0,0
522,00:11:22:33:44:04,52,523,31.41,1.02,1.01,10.81,0,0
523,00:11:22:33:44:03,52,524,31.43,1.02,1.01,10.81,0,0
524,00:11:22:33:44:02,52,525,31.52,1.02,1.01,10.81,0,0
525,00:11:22:33:44:00,52,526,31.55,1.02,1.01,10.8,0,0
526,00:11:22:33:44:03,52,527,31.62,1.02,1.01,10.8,0,0
527,00:11:22:33:44:04,52,528,31.62,1.02,1.01,10.81,0,0
528,00:11:22:33:44:00,52,529,31.52,1.02,1.01,10.77,0,0
529,00:11:22:33:44:05,52,530,31.64,1.02,1.01,10.74,0,0
530,00:11:22:33:44:01,52,531,31.69,1.02,1.01,10.73,0,0
531,00:11:22:33:44:00,52,532,31.69,1.02,1.01,10.75,0,0
532,00:11:22:33:44:02,52,533,31.71,1.02,1.01,10.73,0,0
533,00:11:22:33:44:02,52,534,31.64,1.02,1.01,10.73,0,0
535,00:11:22:33:44:03,52,535,31.62,1.02,1.01,10.74,0,0
536,00:11:22:33:44:04,52,536,31.64,1.02,1.01,10.71,0,0
537,00:11:22:33:44:08,51.9,537,31.64,1.02,1.01,10.72,0,0
538,00:11:22:33:44:04,51.9,538,31.57,1.02,1.01,10.73,0,0
539,00:11:22:33:44:08,51.9,539,31.43,1.02,1.01,10.75,0,0
540,00:11:22:33:44:03,51.9,540,31.45,1.02,1.01,10.76,0,0
541,00:11:22:33:44:08,51.9,541,31.52,1.02,1.01,10.74,0,0
542,00:11:22:33:44:01,51.9,542,31.62,1.02,1.01,10.7,0,0
543,00:11:22:33:44:00,52,543,31.69,1.02,1.01,10.68,0,0
544,00:11:22:33:44:05,51.9,544,31.66,1.02,1.01,10.69,0,0
545,00:11:22:33:44:08,51.9,545,31.76,1.02,1.01,10.68,0,0
546,00:11:22:33:44:09,51.9,546,31.88,1.02,1.01,10.69,0,0
547,00:11:22:33:44:06,51.9,547,31.97,1.02,1.01,10.68,0,0
548,00:11:22:33:44:01,51.9,548,31.99,1.02,1.01,10.66,0,0
549,00:11:22:33:44:00,51.9,549,31.99,1.02,1.01,10.69,0,0
550,00:11:22:33:44:09,51.9,550,31.99,1.02,1.01,10.7,0,0
551,00:11:22:33:44:02,51.9,551,31.92,1.02,1.01,10.71,0,0
552,00:11:22:33:44:06,51.9,552,32.04,1.02,1.01,10.71,0,0
553,00:11:22:33:44:01,51.9,553,32.09,1.02,1.01,10.71,0,0
555,00:11:22:33:44:01,51.9,554,31.99,1.02,1.01,10.7,0,0
556,00:11:22:33:44:04,51.9,555,31.92,1.02,1.01,10.71,0,0
557,00:11:22:33:44:02,51.9,556,31.78,1.02,1.01,10.74,0,0
558,00:11:22:33:44:06,51.9,557,31.78,1.02,1.01,10.74,0,0
559,00:11:22:33:44:01,51.9,558,31.95,1.02,1.01,10.74,0,0
560,00:11:22:33:44:04,51.9,559,31.9,1.02,1.01,10.74,0,0
561,00:11:22:33:44:08,52,560,31.76,1.02,1.01,10.72,0,0
562,00:11:22:33:44:00,52,561,31.69,1.02,1.01,10.75,0,0
563,00:11:22:33:44:02,51.9,562,31.71,1.02,1.01,10.71,0,0
564,00:11:22:33:44:00,51.9,563,31.78,1.02,1.01,10.7,0,0
565,00:11:22:33:44:06,51.9,564,31.88,1.02,1.01,10.69,0,0
566,00:11:22:33:44:09,51.9,565,31.83,1.02,1.01,10.69,0,0
567,00:11:22:33:44:06,51.8,566,31.71,1.02,1.01,10.69,0,0
568,00:11:22:33:44:09,51.8,567,31.74,1.02,1.01,10.67,0,0
569,00:11:22:33:44:03,51.8,568,31.85,1.02,1.01,10.71,0,0
570,00:11:22:33:44:04,51.8,569,31.83,1.02,1.01,10.69,0,0
571,00:11:22:33:44:05,51.8,570,31.74,1.02,1.01,10.69,0,0
572,00:11:22:33:44:08,51.8,571,31.62,1.02,1.01,10.69,0,0
574,00:11:22:33:44:03,51.8,572,31.69,1.02,1.01,10.68,0,0
575,00:11:22:33:44:03,51.9,573,31.71,1.02,1.01,10.64,0,0
576,00:11:22:33:44:03,51.9,574,31.59,1.02,1.01,10.67,0,0
577,00:11:22:33:44:05,51.9,575,31.64,1.02,1.01,10.69,0,0
578,00:11:22:33:44:05,51.9,576,31.52,1.02,1.01,10.64,0,0
579,00:11:22:33:44:08,51.9,577,31.55,1.02,1.01,10.68,0,0
580,00:11:22:33:44:07,51.8,578,31.62,1.02,1.01,10.68,0,0
581,00:11:22:33:44:05,51.8,579,31.62,1.02,1.01,10.69,0,0
582,00:11:22:33:44:01,51.8,580,31.62,1.02,1.01,10.68,0,0
583,00:11:22:33:44:03,51.8,581,31.64,1.02,1.01,10.72,0,0
584,00:11:22:33:44:00,51.8,582,31.62,1.02,1.01,10.68,0,0
585,00:11:22:33:44:04,51.8,583,31.62,1.02,1.01,10.66,0,0
586,00:11:22:33:44:05,51.8,584,31.66,1.02,1.01,10.69,0,0
587,00:11:22:33:44:05,51.8,585,31.69,1.02,1.01,10.69,0,0
588,00:11:22:33:44:09,51.8,586,31.71,1.02,1.01,10.72,0,0
589,00:11:22:33:44:07,51.8,587,31.76,1.02,1.01,10.72,0,0
590,00:11:22:33:44:08,51.8,588,31.71,1.02,1.01,10.75,0,0
591,00:11:22:33:44:01,51.8,589,31.76,1.02,1.01,10.75,0,0
593,00:11:22:33:44:09,51.8,590,31.76,1.02,1.01,10.76,0,0
594,00:11:22:33:44:05,51.8,591,31.74,1.02,1.01,10.76,0,0
595,00:11:22:33:44:04,51.8,592,31.69,1.02,1.01,10.76,0,0
596,00:11:22:33:44:05,51.8,593,31.57,1.02,1.01,10.76,0,0
597,00:11:22:33:44:00,51.8,594,31.5,1.02,1.01,10.76,0,0
598,00:11:22:33:44:07,51.8,595,31.48,1.02,1.01,10.76,0,0
599,00:11:22:33:44:02,51.8,596,31.52,1.02,1.01,10.77,0,0
600,00:11:22:33:44:08,51.7,597,31.41,1.02,1.01,10.77,0,0
601,00:11:22:33:44:01,51.7,598,31.45,1.02,1.01,10.76,0,0
602,00:11:22:33:44:08,51.7,599,31.52,1.02,1.01,10.81,0,0
603,00:11:22:33:44:00,51.7,600,31.55,1.02,1.01,10.81,0,0
604,00:11:22:33:44:01,51.7,601,31.57,1.02,1.01,10.79,0,0
605,00:11:22:33:44:02,51.7,602,31.62,1.02,1.01,10.8,0,0
606,00:11:22:33:44:04,51.7,603,31.66,1.02,1.01,10.8,0,0
607,00:11:22:33:44:05,51.7,604,31.66,1.02,1.01,10.76,0,0
608,00:11:22:33:44:07,51.7,605,31.64,1.02,1.01,10.72,0,0
609,00:11:22:33:44:02,51.7,606,31.57,1.02,1.01,10.74,0,0
610,00:11:22:33:44:00,51.7,607,31.52,1.02,1.01,10.7,0,0
611,00:11:22:33:44:01,51.7,608,31.5,1.02,1.01,10.7,0,0
613,00:11:22:33:44:06,51.7,609,31.48,1.02,1.01,10.72,0,0
614,00:11:22:33:44:02,51.7,610,31.41,1.02,1.01,10.69,0,0
615,00:11:22:33:44:07,51.7,611,31.43,1.02,1.01,10.67,0,0
616,00:11:22:33:44:02,51.7,612,31.43,1.02,1.01,10.71,0,0
617,00:11:22:33:44:07,51.7,613,31.48,1.02,1.01,10.74,0,0
618,00:11:22:33:44:01,51.7,614,31.5,1.02,1.01,10.76,0,0
619,00:11:22:33:44:06,51.7,615,31.52,1.02,1.01,10.76,0,0
620,00:11:22:33:44:06,51.7,616,31.5,1.02,1.01,10.73,0,0
621,00:11:22:33:44:00,51.7,617,31.59,1.02,1.01,10.72,0,0
622,00:11:22:33:44:03,51.7,618,31.59,1.02,1.01,10.72,0,0
623,00:11:22:33:44:06,51.7,619,31.59,1.02,1.01,10.75,0,0
624,00:11:22:33:44:06,51.7,620,31.48,1.02,1.01,10.71,0,0
625,00:11:22:33:44:04,51.7,621,31.52,1.02,1.01,10.67,0,0
626,00:11:22:33:44:04,51.7,622,31.74,1.02,1.01,10.65,0,0
627,00:11:22:33:44:03,51.7,623,31.66,1.02,1.01,10.65,0,0
628,00:11:22:33:44:07,51.7,624,31.69,1.02,1.01,10.69,0,0
629,00:11:22:33:44:05,51.7,625,31.69,1.02,1.01,10.66,0,0
630,00:11:22:33:44:06,51.7,626,31.74,1.02,1.01,10.68,0,0
632,00:11:22:33:44:02,51.7,627,31.76,1.02,1.01,10.65,0,0
633,00:11:22:33:44:05,51.7,628,31.81,1.02,1.01,10.65,0,0
634,00:11:22:33:44:09,51.7,629,31.71,1.02,1.01,10.69,0,0
635,00:11:22:33:44:09,51.7,630,31.52,1.02,1.01,10.69,0,0
636,00:11:22:33:44:01,51.7,631,31.62,1.02,1.01,10.71,0,0
637,00:11:22:33:44:01,51.7,632,31.64,1.02,1.01,10.71,0,0
638,00:11:22:33:44:09,51.6,633,31.59,1.02,1.01,10.75,0,0
639,00:11:22:33:44:08,51.7,634,31.57,1.02,1.01,10.76,0,0
640,00:11:22:33:44:09,51.6,635,31.5,1.02,1.01,10.77,0,0
641,00:11:22:33:44:08,51.6,636,31.5,1.02,1.01,10.77,0,0
642,00:11:22:33:44:08,51.6,637,31.55,1.02,1.01,10.73,0,0
643,00:11:22:33:44:05,51.6,638,31.52,1.02,1.01,10.72,0,0
644,00:11:22:33:44:06,51.7,639,31.45,1.02,1.01,10.73,0,0
645,00:11:22:33:44:04,51.6,640,31.45,1.02,1.01,10.7,0,0
646,00:11:22:33:44:05,51.6,641,31.45,1.02,1.01,10.67,0,0
647,00:11:22:33:44:06,51.6,642,31.43,1.02,1.01,10.67,0,0
648,00:11:22:33:44:07,51.6,643,31.38,1.02,1.01,10.66,0,0
649,00:11:22:33:44:06,51.6,644,31.45,1.02,1.01,10.68,0,0
651,00:11:22:33:44:07,51.7,645,31.48,1.02,1.01,10.68,0,0
652,00:11:22:33:44:01,51.6,646,31.52,1.02,1.01,10.68,0,0
653,00:11:22:33:44:01,51.7,647,31.59,1.02,1.01,10.65,0,0
654,00:11:22:33:44:00,51.6,648,31.57,1.02,1.01,10.67,0,0
655,00:11:22:33:44:09,51.6,649,31.55,1.02,1.01,10.71,0,0
656,00:11:22:33:44:03,51.6,650,31.59,1.02,1.01,10.71,0,0
657,00:11:22:33:44:00,51.6,651,31.62,1.02,1.01,10.75,0,0
658,00:11:22:33:44:03,51.6,652,31.62,1.02,1.01,10.73,0,0
659,00:11:22:33:44:05,51.6,653,31.48,1.02,1.01,10.77,0,0
660,00:11:22:33:44:02,51.6,654,31.55,1.02,1.01,10.8,0,0
661,00:11:22:33:44:07,51.6,655,31.52,1.02,1.01,10.8,0,0
662,00:11:22:33:44:06,51.6,656,31.57,1.02,1.01,10.78,0,0
663,00:11:22:33:44:01,51.6,657,31.5,1.02,1.01,10.75,0,0
664,00:11:22:33:44:06,51.6,658,31.52,1.02,1.01,10.76,0,0
665,00:11:22:33:44:05,51.7,659,31.66,1.02,1.01,10.75,0,0
666,00:11:22:33:44:05,51.6,660,31.62,1.02,1.01,10.78,0,0
667,00:11:22:33:44:01,51.7,661,31.74,1.02,1.01,10.74,0,0
668,00:11:22:33:44:00,51.7,662,31.69,1.02,1.01,10.74,0,0
669,00:11:22:33:44:01,51.6,663,31.71,1.02,1.01,10.76,0,0
671,00:11:22:33:44:02,51.7,664,31.69,1.02,1.01,10.77,0,0
672,00:11:22:33:44:05,51.7,665,31.99,1.02,1.01,10.78,0,0
673,00:11:22:33:44:07,51.7,666,32.02,1.02,1.01,10.78,0,0
674,00:11:22:33:44:08,51.7,667,31.95,1.02,1.01,10.78,0,0
675,00:11:22:33:44:00,51.7,668,31.99,1.02,1.01,10.79,0,0
676,00:11:22:33:44:04,51.7,669,32.04,1.02,1.01,10.79,0,0
677,00:11:22:33:44:01,51.7,670,32.04,1.02,1.01,10.79,0,0
678,00:11:22:33:44:00,51.7,671,32.06,1.02,1.01,10.77,0,0
679,00:11:22:33:44:01,51.7,672,32.09,1.02,1.01,10.78,0,0
680,00:11:22:33:44:08,51.7,673,31.85,1.02,1.01,10.77,0,0
681,00:11:22:33:44:08,51.7,674,31.81,1.02,1.01,10.73,0,0
682,00:11:22:33:44:05,51.7,675,31.78,1.02,1.01,10.7,0,0
683,00:11:22:33:44:01,51.7,676,31.76,1.02,1.01,10.69,0,0
684,00:11:22:33:44:03,51.7,677,31.74,1.02,1.01,10.69,0,0
685,00:11:22:33:44:09,51.7,678,31.66,1.02,1.01,10.66,0,0
686,00:11:22:33:44:01,51.7,679,31.59,1.02,1.01,10.7,0,0
687,00:11:22:33:44:06,51.6,680,31.57,1.02,1.01,10.67,0,0
688,00:11:22:33:44:09,51.6,681,31.66,1.02,1.01,10.7,0,0
690,00:11:22:33:44:06,51.6,682,31.71,1.02,1.01,10.74,0,0
691,00:11:22:33:44:07,51.6,683,31.69,1.02,1.01,10.73,0,0
692,00:11:22:33:44:03,51.6,684,31.59,1.02,1.01,10.72,0,0
693,00:11:22:33:44:08,51.7,685,31.55,1.02,1.01,10.76,0,0
694,00:11:22:33:44:05,51.6,686,31.59,1.02,1.01,10.79,0,0
695,00:11:22:33:44:08,51.7,687,31.59,1.02,1.01,10.79,0,0
696,00:11:22:33:44:02,51.6,688,31.57,1.02,1.01,10.81,0,0
697,00:11:22:33:44:06,51.6,689,31.5,1.02,1.01,10.78,0,0
698,00:11:22:33:44:00,51.6,690,31.5,1.02,1.01,10.78,0,0
699,00:11:22:33:44:07,51.6,691,31.45,1.02,1.01,10.77,0,0
700,00:11:22:33:44:07,51.6,692,31.5,1.02,1.01,10.77,0,0
701,00:11:22:33:44:07,51.6,693,31.48,1.02,1.01,10.77,0,0
702,00:11:22:33:44:09,51.6,694,31.45,1.02,1.01,10.76,0,0
703,00:11:22:33:44:09,51.6,695,31.41,1.02,1.01,10.74,0,0
704,00:11:22:33:44:06,51.6,696,31.43,1.02,1.01,10.75,0,0
705,00:11:22:33:44:04,51.6,697,31.38,1.02,1.01,10.79,0,0
706,00:11:22:33:44:09,51.6,698,31.38,1.02,1.01,10.78,0,0
707,00:11:22:33:44:08,51.6,699,31.52,1.02,1.01,10.82,0,0
709,00:11:22:33:44:01,51.6,700,31.64,1.02,1.01,10.81,0,0
710,00:11:22:33:44:09,51.6,701,31.64,1.02,1.01,10.78,0,0
711,00:11:22:33:44:06,51.6,702,31.64,1.02,1.01,10.78,0,0
712,00:11:22:33:44:03,51.6,703,31.76,1.02,1.01,10.79,0,0
713,00:11:22:33:44:03,51.6,704,31.71,1.02,1.01,10.79,0,0
714,00:11:22:33:44:01,51.6,705,31.69,1.02,1.01,10.79,0,0
715,00:11:22:33:44:06,51.6,706,31.62,1.02,1.01,10.75,0,0
716,00:11:22:33:44:06,51.6,707,31.52,1.02,1.01,10.72,0,0
717,00:11:22:33:44:09,51.6,708,31.45,1.02,1.01,10.71,0,0
718,00:11:22:33:44:01,51.6,709,31.57,1.02,1.01,10.74,0,0
719,00:11:22:33:44:07,51.6,710,31.59,1.02,1.01,10.72,0,0
720,00:11:22:33:44:07,51.6,711,31.59,1.02,1.01,10.69,0,0
721,00:11:22:33:44:05,51.6,712,31.5,1.02,1.01,10.69,0,0
722,00:11:22:33:44:00,51.6,713,31.64,1.02,1.01,10.66,0,0
723,00:11:22:33:44:04,51.6,714,31.76,1.02,1.01,10.68,0,0
724,00:11:22:33:44:00,51.6,715,31.85,1.02,1.01,10.72,0,0
725,00:11:22:33:44:05,51.6,716,31.83,1.02,1.01,10.72,0,0
726,00:11:22:33:44:00,51.6,717,31.76,1.02,1.01,10.69,0,0
727,00:11:22:33:44:09,51.6,718,31.74,1.02,1.01,10.69,0,0
729,00:11:22:33:44:03,51.6,719,31.57,1.02,1.01,10.69,0,0
730,00:11:22:33:44:03,51.6,720,31.69,1.02,1.01,10.69,0,0
731,00:11:22:33:44:02,51.6,721,31.62,1.02,1.01,10.7,0,0
732,00:11:22:33:44:05,51.6,722,31.66,1.02,1.01,10.73,0,0
733,00:11:22:33:44:00,51.6,723,31.57,1.02,1.01,10.72,0,0
734,00:11:22:33:44:01,51.6,724,31.55,1.02,1.01,10.76,0,0
735,00:11:22:33:44:07,51.6,725,31.62,1.02,1.01,10.78,0,0
736,00:11:22:33:44:00,51.6,726,31.71,1.02,1.01,10.81,0,0
737,00:11:22:33:44:05,51.6,727,31.81,1.02,1.01,10.85,0,0
738,00:11:22:33:44:08,51.6,728,31.81,1.02,1.01,10.83,0,0
739,00:11:22:33:44:06,51.6,729,31.71,1.02,1.01,10.83,0,0
740,00:11:22:33:44:04,51.6,730,31.66,1.02,1.01,10.83,0,0
741,00:11:22:33:44:01,51.6,731,31.66,1.02,1.01,10.8,0,0
